# 2026-09-21 arXiv 收割清单：37 组查询 369 条 + 定点 75 条（并集 388 条）。group 为报告 §3 的摘要分组；「仅收割未摘要」= 命中查询但与主题弱相关或未进正文。
group	published	arxiv_id	title
A 部首/IDS/笔画结构识别与零样本	2026-05-09	2605.08814	Zero-Shot Chinese Character Recognition via Global-Local Dual-Branch Alignment and Hierarchical Inference
A 部首/IDS/笔画结构识别与零样本	2026-05-27	2608.05167	CNM-BERT: A Drop-In Structural Embedding for Chinese Characters via Ideographic Description Sequences
A 部首/IDS/笔画结构识别与零样本	2026-08-06	2608.05848	DTRNet: Dual Text-Radical Decoding for Handwritten Chinese Text Recognition with Faked Character Detection
B 笔画层	2021-12-13	2112.08171	Text Gestalt: Stroke-Aware Scene Text Image Super-Resolution
B 笔画层	2022-10-25	2210.13826	Instance Segmentation for Chinese Character Stroke Extraction, Datasets and Benchmarks
B 笔画层	2023-03-26	2303.14726	Learning Generative Structure Prior for Blind Text Image Super-resolution
B 笔画层	2023-07-10	2307.04341	Stroke Extraction of Chinese Character Based on Deep Structure Deformable Image Registration
B 笔画层	2025-08-11	2508.07537	Enhanced Generative Structure Prior for Chinese Text Image Super-resolution
B 笔画层	2025-09-01	2509.05335	A Stroke-Level Large-Scale Database of Chinese Character Handwriting and the OpenHandWrite_Toolbox for Handwriting Research
B 笔画层	2025-11-14	2511.11119	Stroke Modeling Enables Vectorized Character Generation with Large Vectorized Glyph Model
B 笔画层	2026-01-09	2601.05508	Enabling Stroke-Level Structural Analysis of Hieroglyphic Scripts without Language-Specific Priors
B 笔画层	2026-06-17	2606.18793	Fuzzy-Geometric Branch-Point Modeling for Structure-Aware Augmentation of Handwritten Chinese Characters
C 历史文献识别系统/数据集/古文字旁证	2019-05-14	1905.05377	A human-inspired recognition system for premodern Japanese historical documents
C 历史文献识别系统/数据集/古文字旁证	2019-10-21	1910.09433	KuroNet: Pre-Modern Japanese Kuzushiji Character Recognition with Deep Learning
C 历史文献识别系统/数据集/古文字旁证	2020-05-06	2005.02669	Automated Transcription for Pre-Modern Japanese Kuzushiji Documents by Random Lines Erasure and Curriculum Learning
C 历史文献识别系统/数据集/古文字旁证	2020-12-10	2012.05739	HRCenterNet: An Anchorless Approach to Chinese Character Segmentation in Historical Documents
C 历史文献识别系统/数据集/古文字旁证	2022-03-16	2203.08504	A Survey of Historical Document Image Datasets
C 历史文献识别系统/数据集/古文字旁证	2022-05-13	2205.06549	Unsupervised Structure-Texture Separation Network for Oracle Character Recognition
C 历史文献识别系统/数据集/古文字旁证	2023-10-22	2310.18343	PHD: Pixel-Based Language Modeling of Historical Documents
C 历史文献识别系统/数据集/古文字旁证	2024-08-13	2408.06811	Oracle Bone Script Similiar Character Screening Approach Based on Simsiam Contrastive Learning and Supervised Learning
C 历史文献识别系统/数据集/古文字旁证	2024-11-07	2411.04822	Shared Heritage, Distinct Writing: Rethinking Resource Selection for East Asian Historical Documents
C 历史文献识别系统/数据集/古文字旁证	2024-11-18	2411.11354	A comprehensive survey of oracle character recognition: challenges, benchmarks, and beyond
C 历史文献识别系统/数据集/古文字旁证	2024-12-02	2412.01175	OBI-Bench: Can LMMs Aid in Study of Ancient Script on Oracle Bones?
C 历史文献识别系统/数据集/古文字旁证	2024-12-14	2412.10647	Enhancement of text recognition for hanja handwritten documents of Ancient Korea
C 历史文献识别系统/数据集/古文字旁证	2025-01-21	2501.11951	HERITAGE: An End-to-End Web Platform for Processing Korean Historical Documents in Hanja
C 历史文献识别系统/数据集/古文字旁证	2025-03-09	2503.06472	CalliReader: Contextualizing Chinese Calligraphy via an Embedding-Aligned Vision-Language Model
C 历史文献识别系统/数据集/古文字旁证	2025-04-13	2504.09555	Mitigating Long-tail Distribution in Oracle Bone Inscriptions: Dataset, Model, and Benchmark
C 历史文献识别系统/数据集/古文字旁证	2025-05-04	2505.03836	Explainable Coarse-to-Fine Ancient Manuscript Duplicates Discovery
C 历史文献识别系统/数据集/古文字旁证	2025-06-24	2506.19208	Ancient Script Image Recognition and Processing: A Review
C 历史文献识别系统/数据集/古文字旁证	2025-07-09	2507.06948	MCCD: A Multi-Attribute Chinese Calligraphy Character Dataset Annotated with Script Styles, Dynasties, and Calligraphers
C 历史文献识别系统/数据集/古文字旁证	2025-08-13	2508.10113	Interpretable Oracle Bone Script Decipherment through Radical and Pictographic Analysis with LVLMs
C 历史文献识别系统/数据集/古文字旁证	2025-09-10	2509.09731	Benchmarking Vision-Language Models on Chinese Ancient Documents: From OCR to Knowledge Reasoning
C 历史文献识别系统/数据集/古文字旁证	2025-10-15	2510.13745	UniCalli: A Unified Diffusion Framework for Column-Level Generation and Recognition of Chinese Calligraphy
C 历史文献识别系统/数据集/古文字旁证	2025-11-12	2511.09117	DKDS: A Benchmark Dataset of Degraded Kuzushiji Documents with Seals for Detection and Binarization
C 历史文献识别系统/数据集/古文字旁证	2026-01-11	2601.06753	Towards Computational Chinese Paleography
C 历史文献识别系统/数据集/古文字旁证	2026-02-22	2602.19086	Seal-Robust KCR: A Robust Kuzushiji Character Recognition Framework under Seal Interference
C 历史文献识别系统/数据集/古文字旁证	2026-03-14	2603.13886	Multi-Modal Character Localization and Extraction for Chinese Text Recognition
C 历史文献识别系统/数据集/古文字旁证	2026-04-10	2604.09367	EpiAgent: An Agent-Centric System for Ancient Inscription Restoration
C 历史文献识别系统/数据集/古文字旁证	2026-05-12	2605.11960	Chronicles-OCR: A Cross-Temporal Perception Benchmark for the Evolutionary Trajectory of Chinese Characters
C 历史文献识别系统/数据集/古文字旁证	2026-08-08	2608.07917	TongGuOCR: A Layout-Aware and Token-Augmented OCR MLLM for Chinese Historical Documents
C 历史文献识别系统/数据集/古文字旁证	2026-08-27	2608.27169	Ancient-Bench: A Comprehensive Multi-millennial, Multi-medium, and Multi-script Benchmark for Ancient Chinese Artifact Text Recognition
D 字形生成/数据合成	2023-03-24	2303.14017	CF-Font: Content Fusion for Few-shot Font Generation
D 字形生成/数据合成	2023-03-26	2303.14736	Disentangling Writer and Character Styles for Handwriting Generation
D 字形生成/数据合成	2023-12-19	2312.12142	FontDiffuser: One-Shot Font Generation via Denoising Diffusion with Multi-Scale Content Aggregation and Style Contrastive Learning
D 字形生成/数据合成	2024-03-19	2403.12784	Total Disentanglement of Font Images into Style and Character Class Features
D 字形生成/数据合成	2024-04-08	2404.05212	DiffCJK: Conditional Diffusion Model for High-Quality and Wide-coverage CJK Character Generation
D 字形生成/数据合成	2024-04-10	2404.06779	Efficient and Scalable Chinese Vector Font Generation via Component Composition
D 字形生成/数据合成	2025-01-14	2501.08062	Skeleton and Font Generation Network for Zero-shot Chinese Character Generation
D 字形生成/数据合成	2025-08-09	2508.06900	Advancements in Chinese font generation since deep learning era: A survey
D 字形生成/数据合成	2026-02-21	2602.18874	Structure-Level Disentangled Diffusion for Few-Shot Chinese Font Generation
E 通用 OCR 引擎/VLM/自监督	2020-09-21	2009.09941	PP-OCR: A Practical Ultra Lightweight OCR System
E 通用 OCR 引擎/VLM/自监督	2022-07-01	2207.00193	Reading and Writing: Discriminative and Generative Modeling for Self-Supervised Text Recognition
E 通用 OCR 引擎/VLM/自监督	2023-12-29	2401.00028	An Empirical Study of Scaling Law for OCR
E 通用 OCR 引擎/VLM/自监督	2024-07-29	2407.19889	Self-Supervised Learning for Text Recognition: A Critical Survey
E 通用 OCR 引擎/VLM/自监督	2024-09-25	2409.17095	General Detection-based Text Line Recognition
E 通用 OCR 引擎/VLM/自监督	2024-10-11	2410.09013	The Impact of Visual Information in Chinese Characters: Evaluating Large Models' Ability to Recognize and Utilize Radicals
E 通用 OCR 引擎/VLM/自监督	2025-03-24	2503.18746	Linguistics-aware Masked Image Modeling for Self-supervised Scene Text Recognition
E 通用 OCR 引擎/VLM/自监督	2025-03-28	2503.22513	Masked Self-Supervised Pre-Training for Text Recognition Transformers on Large-Scale Datasets
E 通用 OCR 引擎/VLM/自监督	2025-07-08	2507.05595	PaddleOCR 3.0 Technical Report
E 通用 OCR 引擎/VLM/自监督	2025-09-04	2509.06996	Visible Yet Unreadable: A Systematic Blind Spot of Vision Language Models Across Writing Systems
E 通用 OCR 引擎/VLM/自监督	2025-10-05	2510.04003	Enhancing OCR for Sino-Vietnamese Language Processing via Fine-tuned PaddleOCRv5
E 通用 OCR 引擎/VLM/自监督	2026-01-29	2601.21639	OCRVerse: Towards Holistic OCR in End-to-End Vision-Language Models
E 通用 OCR 引擎/VLM/自监督	2026-03-04	2603.04205	Real5-OmniDocBench: A Full-Scale Physical Reconstruction Benchmark for Robust Document Parsing in the Wild
E 通用 OCR 引擎/VLM/自监督	2026-04-06	2604.04771	MinerU2.5-Pro: Pushing the Limits of Data-Centric Document Parsing at Scale
F 文本侧：字形感知 LM/后校正	2019-01-29	1901.10125	Glyce: Glyph-vectors for Chinese Character Representations
F 文本侧：字形感知 LM/后校正	2021-06-30	2106.16038	ChineseBERT: Chinese Pretraining Enhanced by Glyph and Pinyin Information
F 文本侧：字形感知 LM/后校正	2021-07-01	2107.00395	GlyphCRM: Bidirectional Encoder Representation for Chinese Character with its Glyph
F 文本侧：字形感知 LM/后校正	2023-05-30	2305.18760	Shuo Wen Jie Zi: Rethinking Dictionaries and Glyphs for Chinese Language Pre-training
F 文本侧：字形感知 LM/后校正	2024-08-05	2408.02253	Advancing Post-OCR Correction: A Comparative Study of Synthetic Data
F 文本侧：字形感知 LM/后校正	2024-08-30	2408.17428	CLOCR-C: Context Leveraging OCR Correction with Pre-trained Language Models
F 文本侧：字形感知 LM/后校正	2025-02-21	2502.15266	A Training-free LLM-based Approach to General Chinese Character Error Correction
F 文本侧：字形感知 LM/后校正	2026-01-14	2601.09566	Hot-Start Chinese Language Modeling:Visual Glyphs Accelerate Sample-Efficient Learning
F 文本侧：字形感知 LM/后校正	2026-05-16	2605.16896	JSPG: Dynamic Dictionary Filtering via Joint Semantic-Pinyin-Glyph Retrieval for Chinese Contextual ASR
F 文本侧：字形感知 LM/后校正	2026-07-04	2607.03994	Full Glyph Images Beat Token Embeddings: A Controlled Study for Transformers
— 仅收割未摘要	1997-09-20	q-alg/9709031	Conjectured enumeration of Vassiliev invariants
— 仅收割未摘要	2009-10-09	0910.1650	Local and global approaches of affinity propagation clustering for large scale data
— 仅收割未摘要	2011-04-21	1104.4321	Seeking Meaning in a Space Made out of Strokes, Radicals, Characters and Compounds
— 仅收割未摘要	2013-08-01	1308.0371	Sparse arrays of signatures for online character recognition
— 仅收割未摘要	2014-04-18	1404.4714	Radical-Enhanced Chinese Character Embedding
— 仅收割未摘要	2014-05-09	1405.2167	Structure and modeling of the network of two-Chinese-character compound words in the Japanese language
— 仅收割未摘要	2015-05-19	1505.04925	High Performance Offline Handwritten Chinese Character Recognition Using GoogLeNet and Directional Feature Maps
— 仅收割未摘要	2015-05-20	1505.05354	DropSample: A New Training Method to Enhance Deep Convolutional Neural Networks for Large-Scale Unconstrained Handwritten Chinese Character Recognition
— 仅收割未摘要	2015-05-28	1505.07675	Improved Deep Convolutional Neural Network For Online Handwritten Chinese Character Recognition using Domain-Specific Knowledge
— 仅收割未摘要	2015-07-21	1507.05775	Compression of Fully-Connected Layer in Neural Network by Kronecker Product
— 仅收割未摘要	2015-09-10	1509.04556	On the evolution of word usage of classical Chinese poetry
— 仅收割未摘要	2015-12-31	1512.09194	Exploiting Local Structures with the Kronecker Layer in Convolutional Networks
— 仅收割未摘要	2016-04-07	1604.01891	A CNN Based Scene Chinese Text Recognition Algorithm With Synthetic Data Engine
— 仅收割未摘要	2016-04-18	1604.04953	Fully Convolutional Recurrent Network for Handwritten Chinese Text Recognition
— 仅收割未摘要	2016-06-18	1606.05763	Online and Offline Handwritten Chinese Character Recognition: A Comprehensive Study and New Benchmark
— 仅收割未摘要	2016-06-21	1606.06539	Drawing and Recognizing Chinese Characters with Recurrent Neural Network
— 仅收割未摘要	2016-10-09	1610.02616	Learning Spatial-Semantic Context with Fully Convolutional Recurrent Network for Online Handwritten Chinese Text Recognition
— 仅收割未摘要	2016-10-13	1610.04057	Stroke Sequence-Dependent Deep Convolutional Neural Network for Online Handwritten Chinese Character Recognition
— 仅收割未摘要	2016-11-18	1611.05962	Word and Document Embeddings based on Neural Network Approaches
— 仅收割未摘要	2016-12-04	1612.01070	Usability Investigation on the Localization of Text CAPTCHAs: Take Chinese Characters as a Case Study
— 仅收割未摘要	2017-02-24	1702.07508	Toward high-performance online HCCR: a CNN approach with DropDistortion, path signature and spatial stochastic max-pooling
— 仅收割未摘要	2017-02-26	1702.07975	Building Fast and Compact Convolutional Neural Networks for Offline Handwritten Chinese Character Recognition
— 仅收割未摘要	2017-04-05	1704.01314	Character-based Joint Segmentation and POS Tagging for Chinese using Bidirectional RNN-CRF
— 仅收割未摘要	2017-05-15	1705.05207	Design of a Very Compact CNN Classifier for Online Handwritten Chinese Character Recognition Using DropWeight and Global Pooling
— 仅收割未摘要	2017-06-27	1706.08789	Auto-Encoder Guided GAN for Chinese Calligraphy Synthesis
— 仅收割未摘要	2017-07-16	1707.04904	Chinese Typography Transfer
— 仅收割未摘要	2017-08-08	1708.02657	Which Encoding is the Best for Text Classification in Chinese, English, Japanese and Korean?
— 仅收割未摘要	2017-08-09	1708.02716	Sequential Dual Deep Learning with Shape and Texture Features for Sketch Recognition
— 仅收割未摘要	2017-08-10	1708.03312	Radical-level Ideograph Encoder for RNN-based Sentiment Analysis of Chinese and Japanese
— 仅收割未摘要	2017-08-16	1708.04755	Learning Chinese Word Representations From Glyphs Of Characters
— 仅收割未摘要	2017-08-31	1709.00028	Glyph-aware Embedding of Chinese Characters
— 仅收割未摘要	2017-09-19	1709.06389	A General Framework for the Recognition of Online Handwritten Graphics
— 仅收割未摘要	2017-11-08	1711.02809	A New Hybrid-parameter Recurrent Neural Networks for Online Handwritten Chinese Character Recognition
— 仅收割未摘要	2017-12-06	1712.06424	Learning to Write Stylized Chinese Characters by Reading a Handful of Examples
— 仅收割未摘要	2017-12-12	1712.04158	Tracing a Loose Wordhood for Chinese Input Method Engine
— 仅收割未摘要	2018-01-25	1801.08624	Generating Handwritten Chinese Characters using CycleGAN
— 仅收割未摘要	2018-02-07	1802.02595	Unsupervised Typography Transfer
— 仅收割未摘要	2018-02-27	1802.09968	A Hybrid Word-Character Approach to Abstractive Summarization
— 仅收割未摘要	2018-02-28	1803.00085	Chinese Text in the Wild
— 仅收割未摘要	2018-04-04	1804.01259	Building Efficient CNN Architecture for Offline Handwritten Chinese Character Recognition
— 仅收割未摘要	2018-05-08	1805.02937	Improving Character-level Japanese-Chinese Neural Machine Translation with Radicals as an Additional Input Feature
— 仅收割未摘要	2018-05-23	1805.08914	Enhancing Chinese Intent Classification by Dynamically Integrating Character Features into Word Embeddings with Ensemble Techniques
— 仅收割未摘要	2018-08-13	1808.04138	Parsimonious HMMs for Offline Handwritten Chinese Text Recognition
— 仅收割未摘要	2018-11-20	1811.08106	Pyramid Embedded Generative Adversarial Network for Automated Font Generation
— 仅收割未摘要	2018-12-03	1812.01718	Deep Learning for Classical Japanese Literature
— 仅收割未摘要	2018-12-11	1812.04451	Coconditional Autoencoding Adversarial Networks for Chinese Font Feature Learning
— 仅收割未摘要	2018-12-24	1812.09809	Writer-Aware CNN for Parsimonious HMM-Based Offline Handwritten Chinese Text Recognition
— 仅收割未摘要	2018-12-30	1812.11489	A High-Performance CNN Method for Offline Handwritten Chinese Character Recognition and Visualization
— 仅收割未摘要	2019-01-10	1901.03107	Cricket stroke extraction: Towards creation of a large-scale cricket actions dataset
— 仅收割未摘要	2019-01-17	1901.05816	Robust Chinese Word Segmentation with Contextualized Word Representations
— 仅收割未摘要	2019-04-21	1904.09568	Complete Scene Reconstruction by Merging Images and Laser Scans
— 仅收割未摘要	2019-04-30	1904.13268	Handwritten Chinese Font Generation with Collaborative Stroke Refinement
— 仅收割未摘要	2019-05-08	1905.03646	TE141K: Artistic Text Benchmark for Text Effect Transfer
— 仅收割未摘要	2019-05-16	1905.06749	Stroke extraction for offline handwritten mathematical expression recognition
— 仅收割未摘要	2019-05-23	1905.09688	The Convolutional Tsetlin Machine
— 仅收割未摘要	2019-06-03	1906.04287	Chinese Embedding via Stroke and Glyph Information: A Dual-channel View
— 仅收割未摘要	2019-07-11	1907.05406	Using Chinese Characters To Generate Text-Based Passwords For Information Security
— 仅收割未摘要	2019-08-25	1908.09282	Don't Just Scratch the Surface: Enhancing Word Representations for Korean with Hanja
— 仅收割未摘要	2019-08-30	1908.11561	Detect Camouflaged Spam Content via StoneSkipping: Graph and Text Joint Embedding for Chinese Character Variation Representation
— 仅收割未摘要	2019-09-22	1909.09922	Using Chinese Glyphs for Named Entity Recognition
— 仅收割未摘要	2019-10-11	1910.04987	Artistic Glyph Image Synthesis via One-Stage Few-Shot Learning
— 仅收割未摘要	2019-10-28	1910.12604	FontGAN: A Unified Generative Framework for Chinese Character Stylization and De-stylization
— 仅收割未摘要	2019-11-11	1911.04241	Recognition of Images of Korean Characters Using Embedded Networks
— 仅收割未摘要	2019-12-17	1912.07806	Joint Architecture and Knowledge Distillation in CNN for Chinese Text Recognition
— 仅收割未摘要	2020-01-15	2001.05272	FGN: Fusion Glyph Network for Chinese Named Entity Recognition
— 仅收割未摘要	2020-03-02	2003.01565	Robot Calligraphy using Pseudospectral Optimal Control in Conjunction with a Novel Dynamic Brush Model
— 仅收割未摘要	2020-03-27	2004.03339	Automatic Generation of Chinese Handwriting via Fonts Style Representation Learning
— 仅收割未摘要	2020-03-28	2004.03338	Multiform Fonts-to-Fonts Translation via Style and Content Disentangled Representations of Chinese Character
— 仅收割未摘要	2020-04-13	2004.06209	Embedded Large-Scale Handwritten Chinese Character Recognition
— 仅收割未摘要	2020-04-26	2004.13522	Research on Modeling Units of Transformer Transducer for Mandarin Speech Recognition
— 仅收割未摘要	2020-05-09	2005.04350	Generation of Chinese-characters-like modes with transverse mode locked lasers
— 仅收割未摘要	2020-05-26	2005.12500	CalliGAN: Style and Structure-aware Chinese Calligraphy Character Generator
— 仅收割未摘要	2020-06-07	2006.04270	EDropout: Energy-Based Dropout and Pruning of Deep Neural Networks
— 仅收割未摘要	2020-06-28	2006.15619	Offline Handwritten Chinese Text Recognition with Convolutional Neural Networks
— 仅收割未摘要	2020-07-07	2007.03347	SpinalNet: Deep Neural Network with Gradual Input
— 仅收割未摘要	2020-07-19	2007.09637	Survey on Deep Learning-based Kuzushiji Recognition
— 仅收割未摘要	2020-08-06	2008.02543	Handwritten Character Recognition from Wearable Passive RFID
— 仅收割未摘要	2020-09-09	2009.04284	Online trajectory recovery from offline handwritten Japanese kanji characters
— 仅收割未摘要	2020-09-23	2009.11042	Few-shot Font Generation with Localized Style Representations and Factorization
— 仅收割未摘要	2020-10-09	2010.06693	Handwriting Quality Analysis using Online-Offline Models
— 仅收割未摘要	2020-10-22	2010.11567	AISHELL-3: A Multi-speaker Mandarin TTS Corpus and the Baselines
— 仅收割未摘要	2020-10-29	2010.15718	Minimal Model Structure Analysis for Input Reconstruction in Federated Learning
— 仅收割未摘要	2020-11-04	2011.02206	Few-Shot Font Generation with Deep Metric Learning
— 仅收割未摘要	2020-11-09	2011.04184	Text Classification through Glyph-aware Disentangled Character Embedding and Semantic Sub-character Augmentation
— 仅收割未摘要	2020-12-02	2012.00744	A Framework and Dataset for Abstract Art Generation via CalligraphyGAN
— 仅收割未摘要	2020-12-15	2012.08168	Research on All-content Text Recognition Method for Financial Ticket Image
— 仅收割未摘要	2020-12-16	2012.08687	StrokeGAN: Reducing Mode Collapse in Chinese Font Generation via Stroke Encoding
— 仅收割未摘要	2021-02-22	2102.11361	FaCells. Teaching Machines the Language of Lines: Per Point Attribute Scores for Face-Sketch Classification
— 仅收割未摘要	2021-04-02	2104.00887	Multiple Heads are Better than One: Few-shot Font Generation with Multiple Localized Experts
— 仅收割未摘要	2021-04-09	2104.04497	Chinese Character Decomposition for Neural MT with Multi-Word Expressions
— 仅收割未摘要	2021-05-03	2105.00777	Recognition of Oracle Bone Inscriptions by using Two Deep Learning Models
— 仅收割未摘要	2021-05-13	2105.06084	Learning symbol relation tree for online mathematical expression recognition
— 仅收割未摘要	2021-05-20	2105.10005	Robust Unsupervised Multi-Object Tracking in Noisy Environments
— 仅收割未摘要	2021-05-24	2105.11559	TRACE: A Differentiable Approach to Line-level Stroke Recovery for Offline Handwritten Text
— 仅收割未摘要	2021-06-28	2106.14459	Recurrent neural network transducer for Japanese and Chinese offline handwritten text recognition
— 仅收割未摘要	2021-07-04	2108.02561	Sentence-level Online Handwritten Chinese Character Recognition
— 仅收割未摘要	2021-07-12	2107.05418	MECT: Multi-Metadata Embedding based Cross-Transformer for Chinese Named Entity Recognition
— 仅收割未摘要	2021-08-08	2108.03596	ZiGAN: Fine-grained Chinese Calligraphy Font Generation via a Few-shot Style Transfer Approach
— 仅收割未摘要	2021-08-17	2108.07594	Coalesced Multi-Output Tsetlin Machines with Clause Sharing
— 仅收割未摘要	2021-09-02	2109.00730	Reconfiguring colours of single relief structures by directional stretching
— 仅收割未摘要	2021-09-16	2109.07877	MFE-NER: Multi-feature Fusion Embedding for Chinese Named Entity Recognition
— 仅收割未摘要	2021-10-24	2110.12335	Chinese Traditional Poetry Generating System Based on Deep Learning
— 仅收割未摘要	2021-11-22	2111.11350	ShufaNet: Classification method for calligraphers who have reached the professional level
— 仅收割未摘要	2021-11-26	2111.13327	Traditional Chinese Synthetic Datasets Verified with Labeled Data for Scene Text Recognition
— 仅收割未摘要	2021-12-22	2112.11895	Few-shot Font Generation with Weakly Supervised Localized Representations
— 仅收割未摘要	2022-01-14	2201.05346	Arbitrary Handwriting Image Style Transfer
— 仅收割未摘要	2022-02-21	2202.09955	StyleBERT: Chinese pretraining by font style information
— 仅收割未摘要	2022-02-26	2202.13145	QuoteR: A Benchmark of Quote Recommendation for Writing
— 仅收割未摘要	2022-04-11	2204.05084	XMP-Font: Self-Supervised Cross-Modality Pre-training for Few-Shot Font Generation
— 仅收割未摘要	2022-05-19	2205.09442	Oracle-MNIST: a Dataset of Oracle Characters for Benchmarking Machine Learning Algorithms
